Feature	Gain	Cover	Frequency
ctrx_quarter	0.133048936484333	0.0493600667901534	0.0105613425925926
mcaja_ahorro/cliente_antiguedad	0.0447802951526242	0.0147045051585337	0.00737847222222222
mtarjeta_visa_consumo	0.0404796900017619	0.0405224092696073	0.00983796296296296
ctrx_quarter/cproductos_lag2	0.0374162005992371	0.0109002085319675	0.00470196759259259
mcuentas_saldo	0.0325054130661797	0.0118337649021739	0.00947627314814815
mpayroll_sobre_edad	0.025863192277379	0.045844592423839	0.00557002314814815
mprestamos_personales_delta1/mprestamos_personales_lag2	0.0124256338059704	0.00701206249416979	0.00484664351851852
foto_mes	0.0120443022780537	0.0267465079882409	0.0120804398148148
mrentabilidad_annual/mprestamos_personales	0.0118148295089245	0.00394644186537082	0.00325520833333333
mpayroll_sobre_edad/ctarjeta_visa_transacciones_lag1/Visa_mpagominimo/kmes/ctarjeta_visa_transacciones_lag2	0.0106568821564969	0.0286415248030066	0.00325520833333333
cliente_edad_lag1/cproductos_delta2/ctrx_quarter_lag2/cliente_edad	0.0106026396849959	0.0110431037327836	0.00766782407407407
cliente_edad_lag1/ccomisiones_mantenimiento	0.0104942984939581	0.0170256650216113	0.0149016203703704
ctrx_quarter_lag1	0.0101853784488636	0.00619542703072438	0.00557002314814815
Master_fechaalta	0.00901785051380068	0.010131762700697	0.0122251157407407
mcuentas_saldo/ctrx_quarter/cproductos_lag2	0.00872338268815507	0.00517962177796942	0.00853587962962963
cliente_edad	0.00816576989605736	0.0102028398930384	0.0140335648148148
mcomisiones_lag2/ccomisiones_mantenimiento_lag2/ctrx_quarter_lag2/mpayroll	0.00763319432507644	0.0137159454769021	0.00130208333333333
mrentabilidad_annual_lag2/Visa_fechaalta_delta1	0.00716821660082179	0.00679621976892271	0.00578703703703704
cproductos_delta2/Visa_mpagominimo_lag1	0.00714832413095912	0.00706514059823637	0.00535300925925926
Master_fechaalta_lag1	0.0070467235127165	0.00353760739153047	0.0106336805555556
mrentabilidad_annual_delta1/mcuentas_saldo/kmes_lag1	0.00693344861419839	0.00476385930140133	0.0107060185185185
Visa_fechaalta	0.00674056101321241	0.00484889310385831	0.0101996527777778
ctrx_quarter/cproductos_lag2/ccomisiones_mantenimiento	0.00671994059589567	0.0127124185656151	0.0083912037037037
