Feature	Gain	Cover	Frequency	pos
ctrx_quarter_+_cpayroll_trx	0.120985262788843	0.0193405396928119	0.0133667502088555	1
ccomisiones_mantenimiento/cpayroll_trx	0.0706362958860589	0.0542987139054857	0.0258980785296575	2
cpayroll_trx_-_ctrx_quarter	0.0641451085031431	0.00750034024856622	0.0050125313283208	3
mcaja_ahorro_lag2_-_ctrx_quarter_delta2	0.0588133094035388	0.0206767476383144	0.0133667502088555	4
mtarjeta_visa_consumo_-_cdescubierto_preacordado_delta2	0.0526237399631616	0.0330721606369814	0.0300751879699248	5
ctrx_quarter/cliente_edad	0.0490698969992214	0.0093038829797302	0.00835421888053467	6
mprestamos_personales_delta2/cpayroll_trx	0.0399586331034346	0.0299612522228822	0.0183792815371763	7
ccomisiones_mantenimiento/ctrx_quarter	0.0363591091273762	0.0103255299991077	0.00584795321637427	8
ctrx_quarter/kmes	0.0245926804265172	0.00684102415269094	0.0075187969924812	9
mcuentas_saldo/cliente_antiguedad	0.0190625717257086	0.0148217683371444	0.012531328320802	10
mrentabilidad_annual_-_mrentabilidad_annual_delta2	0.0179735706218827	0.014377867889819	0.0192147034252297	11
mpasivos_margen_lag1/kmes	0.0159890302120162	0.00316814227888125	0.00584795321637427	12
mprestamos_personales_lag1/ccomisiones_mantenimiento	0.0146131768051033	0.0146167178767047	0.0100250626566416	13
ccomisiones_mantenimiento_lag2/ccomisiones_mantenimiento	0.0130728003115055	0.0117694457688852	0.012531328320802	14
mtarjeta_master_consumo_-_Master_fechaalta_lag1	0.012760286408252	0.00703796272678356	0.00835421888053467	15
mrentabilidad_delta2_-_Visa_mpagominimo_delta2	0.0121129611619115	0.0102182728351854	0.0108604845446951	16
Master_mpagominimo_lag1_-_chomebanking_transacciones_delta2	0.0116336356265914	0.0267804914541277	0.0167084377610693	17
mtarjeta_visa_consumo/Master_fechaalta_lag2	0.0111557021915736	0.022570873100354	0.0167084377610693	18
ccomisiones_mantenimiento_delta1/kmes	0.0110474478160143	0.0159786134623063	0.00835421888053467	19
mrentabilidad_annual_delta1_-_mcomisiones_lag2	0.0106608111051546	0.00979825738654851	0.0167084377610693	20
