Feature	Gain	Cover	Frequency
ctrx_quarter	0.0399411583385575	0.00220091726780847	0.000853043119084819
ctrx_quarter_+_cpayroll_trx	0.03328364474937	0.00200640939158119	0.000646516890253758
cproductos_-_ctrx_quarter	0.0297060322138371	0.00277405914892794	0.00148160120683153
ctrx_quarter_-_kmes	0.0142963731984381	0.003600045201987	0.00158935402187382
mcaja_ahorro/cliente_edad	0.013800267433758	0.00202792477395732	0.00199342707828242
mcuenta_corriente/cliente_antiguedad	0.0132561285127339	0.00877929150935759	0.00571987859849505
foto_mes	0.012468959813208	0.0139736249456559	0.00474112386186089
numero_de_cliente	0.0114959705903364	0.0108584259955136	0.0130560494226245
cpayroll_trx/ccomisiones_mantenimiento	0.0105753849741509	0.00637547249358244	0.000493867068943843
ctarjeta_visa_transacciones	0.00946143429832316	0.00465171706471043	0.00207424168956414
mrentabilidad_annual_lag1	0.00842849890193118	0.00175693723573315	0.00368155451394501
mtarjeta_visa_consumo	0.00840890816929084	0.00414118005660395	0.00176894204694431
Master_fechaalta	0.00803923238957436	0.00470671959946425	0.00811737873318607
mrentabilidad	0.00799261973435537	0.00229376247572487	0.00437296841046639
cproductos_-_ccomisiones_mantenimiento	0.00773181010684395	0.0050554471324324	0.00273871738232495
mrentabilidad_annual/mrentabilidad_delta1	0.00772746680844901	0.00289051751160745	0.00638435429125586
cpayroll_trx_-_ctrx_quarter	0.00747570831482022	0.00267513833033506	0.00120323976797227
mactivos_margen	0.00699272412408513	0.00287749546431667	0.00406766876784656
chomebanking_transacciones	0.00698394737298571	0.00274647580690194	0.00490275308442433
mpayroll_sobre_edad/ccomisiones_mantenimiento	0.00649146405956474	0.00295932597610568	0.000502846470197367
Visa_fechaalta_lag1/cliente_antiguedad	0.00629160301711511	0.00815096694658502	0.0100210117989332
mpasivos_margen/ccomisiones_mantenimiento	0.00628915362270483	0.00220644409121262	0.00263994396853618
kmes/cliente_antiguedad	0.00624305547334693	0.00197797122121845	0.00440888601548049
mcomisiones_lag2	0.00571138027141167	0.000983613894380898	0.0022807679183952
mcuentas_saldo/ccomisiones_mantenimiento	0.00534921035969075	0.00913152947244414	0.0037893073289873
mpayroll/cpayroll_trx_lag2	0.00518942784962387	0.00307499419640071	0.000583661081479087
ctrx_quarter_lag2/ctrx_quarter	0.00516961504583343	0.00155214846638521	0.00429215379918467
mcuentas_saldo/cliente_edad	0.00502879955659232	0.00678847977884338	0.00388808074277607
mcuenta_corriente_lag1/mprestamos_personales_delta2	0.0049594973405993	0.00831843122593626	0.00190363306574718
mrentabilidad_lag1/mactivos_margen_lag1	0.00480508587052604	0.00262232190254818	0.00596232243234021
mprestamos_personales/cliente_edad	0.00479317904283533	0.00668008281601966	0.00169710683691611
mcuentas_saldo/ctrx_quarter	0.00478319110915646	0.00469712590764276	0.00409460697160713
chomebanking_transacciones_lag1	0.00474343674172978	0.00139349260530608	0.00380726613149435
mtarjeta_visa_consumo/cproductos	0.00463405077697836	0.00519198387558105	0.00199342707828242
cdescubierto_preacordado_lag1/cliente_edad	0.00459777174826018	0.00267319218738454	0.00609701345114308
Master_fechaalta_lag1/kmes	0.0045285920807148	0.00313390501465666	0.00633945728498824
mcuentas_saldo_delta1/kmes	0.00441364167912287	0.00214344832029463	0.00336727547007166
Master_fechaalta_lag2/cliente_edad	0.0043976180556168	0.00586155234061844	0.00571089919724153
cliente_edad/ccomisiones_mantenimiento	0.00438198575963416	0.00498019302578891	0.00552233177091752
kmes_lag1/cliente_antiguedad	0.0043593523763881	0.00214058614079449	0.00445378302174811
ctrx_quarter_delta1/cliente_edad	0.00435359063012995	0.0032608751923509	0.00404970996533951
chomebanking_transacciones_delta2	0.00431930582104167	0.0009226679030466	0.00282851139486019
mrentabilidad_lag1/cliente_antiguedad	0.00422926895479636	0.00168850158489521	0.00452561823177631
kmes_lag2	0.00422686712462774	0.00103603803316703	0.00298116121617011
mrentabilidad_annual_delta2/mrentabilidad_annual_lag1	0.00422499607317459	0.00252563866146489	0.00643823069877701
mcuentas_saldo_lag2/ccallcenter_transacciones_delta1	0.00414433903424338	0.00162749090760866	0.00211015929457824
mrentabilidad_lag1/mcuenta_corriente_delta2	0.00410811973159532	0.0028039704896871	0.00555824937593161
mpayroll_sobre_edad/ctrx_quarter_lag2	0.00407649515877484	0.00368159679907867	0.000619578686493185
cliente_edad/cproductos	0.00404539006716266	0.00523666169769816	0.00633047788373471
cproductos_lag1/cproductos	0.00402431221814628	0.0026869598619959	0.00134691018802866
mcaja_ahorro/Master_fechaalta_lag2	0.00398404131436975	0.0011359945225438	0.00241545893719807
Visa_fechaalta_lag1	0.00395299982051138	0.00268085295166511	0.00395991595280427
mrentabilidad_annual_delta2/mcuentas_saldo_lag2	0.00393982340871506	0.00241921566350664	0.00502846470197367
mcuentas_saldo_delta2/cproductos	0.00384223531422181	0.00137277223414955	0.00320564624750822
mcaja_ahorro_delta1/ccomisiones_mantenimiento	0.00383678292230757	0.00103725037311083	0.00210117989332471
mcuentas_saldo/mcaja_ahorro_delta2	0.00383625992928941	0.00345144209432598	0.00587252841980497
internet_lag1/cliente_edad	0.00378039277639251	0.0049978585506843	0.00394195715029722
mcaja_ahorro/mcuentas_saldo_delta2	0.00377837261665914	0.00199830625885297	0.0042652155954241
mcuentas_saldo_lag2/mcomisiones_delta2	0.00376754542035262	0.00246267001691396	0.00527090853581883
mrentabilidad_annual_lag2/cliente_edad	0.00369807144798311	0.00193853991671241	0.00274769678357847
mcaja_ahorro_lag2	0.00366800237646712	0.000724889560717344	0.00140078659554981
mtarjeta_visa_consumo_lag1/mactivos_margen_lag1	0.00364473209196062	0.00191419435003833	0.00278361438859257
mrentabilidad_delta2/mcuenta_corriente_lag2	0.00363610298512605	0.00203737309627321	0.00405868936659304
ctrx_quarter_+_cliente_antiguedad	0.00357501365694923	0.00324916286170622	0.00318768744500117
mrentabilidad_lag1/kmes	0.00356954041500408	0.00317862387409831	0.00375338972397321
cproductos/cliente_edad	0.00355560886139013	0.00855961036448657	0.00626762207496004
mcuentas_saldo_delta1/cproductos_delta2	0.00353094674490755	0.00142856004245274	0.00175098324443726
mrentabilidad_annual	0.00350706225036645	0.00202134975990755	0.00368155451394501
kmes/cliente_edad	0.00349264882265072	0.00153032008746592	0.00479500026938204
mrentabilidad_delta2	0.00348241966683723	0.0010134424649431	0.00321462564876174
mrentabilidad_annual_delta1/cdescubierto_preacordado_lag2	0.00344201107619176	0.00151244937594781	0.00391501894653665
ctarjeta_visa_transacciones_delta2/cproductos	0.00343162052413164	0.00539299790661861	0.00217301510335291
cproductos_delta1/kmes	0.00337895000732679	0.00990391869300206	0.00139180719429628
mrentabilidad/mcuentas_saldo_lag1	0.00335545584641657	0.00168258803687329	0.0041933803853959
ctrx_quarter_delta2/kmes	0.00329794035216368	0.00270818102762147	0.00428317439793115
mactivos_margen/mtarjeta_visa_consumo_delta2	0.00328889754120325	0.00349427601902999	0.00299014061742363
mrentabilidad_annual_lag2	0.0032821345517615	0.00157159320274143	0.00252321175224036
ccomisiones_mantenimiento_lag2/cliente_edad	0.00325695019174368	0.00125275753519198	0.00257708815976151
ccomisiones_mantenimiento_+_ctrx_quarter	0.00324811448918554	0.000777093210827525	0.000736310902789002
mrentabilidad_annual_delta2/ccallcenter_transacciones_delta2	0.0032373101355973	0.00876257749395338	0.00241545893719807
Visa_mpagominimo/ctrx_quarter	0.00323612925764868	0.00225449740716063	0.00378032792773378
kmes_-_cliente_edad	0.00322529816986683	0.0040945407894831	0.00589946662356554
mcaja_ahorro_lag1	0.00322389509345677	0.000770284492692202	0.00140976599680333
mcuentas_saldo/cliente_antiguedad	0.00319936803070498	0.00227022930896723	0.00331339906255051
cliente_edad_-_cpayroll_trx	0.00317054128767814	0.00465765495690793	0.00474112386186089
mcuenta_corriente_lag1/cproductos	0.00315666264496551	0.00815282266831196	0.00257708815976151
mcaja_ahorro/kmes	0.00310768719845256	0.00160570008827455	0.00196648887452185
cliente_edad/kmes	0.00310731795700231	0.00179456220241128	0.00479500026938204
mrentabilidad_annual/cliente_edad	0.00309170153354777	0.00305350524484378	0.00374441032271968
mprestamos_personales	0.00306422614233647	0.00802875431634666	0.00210117989332471
mcomisiones/cproductos	0.00304938388852749	0.00685182471479395	0.00428317439793115
cproductos_lag2/cproductos	0.00302080387096778	0.0205277461283981	0.00274769678357847
cproductos_+_cpayroll_trx	0.00302013197141883	0.00827451711538444	0.0022807679183952
cproductos/cliente_antiguedad	0.00297119682373444	0.002544230656128	0.00391501894653665
kmes/cproductos	0.00296937753990978	0.00209190544066443	0.00398685415656484
