num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations
208	2	0.941065019382315	5			71.367	-0.000206835214608396		0.0139999999998963	infill_ei	0.257000000000062	0.0010363763185264	0.938327701696761	538
197	2	0.940719312107401	6			65.3	-9.79101156492885e-05		0.0140000000001237	infill_ei	0.26299999999992	0.0004395929160824	0.940879226404732	489
214	2	0.939558458590432	7			61.243	-3.10944521077492e-05		0.0160000000000764	infill_ei	0.277000000000044	0.000157719607146292	0.940985828775186	433
193	2	0.939418739095276	10			40.3979999999999	-0.000259759680044567		0.0180000000000291	infill_ei	0.267000000000053	0.00131343482602242	0.940408194337453	232
204	2	0.93927901960012	8			59.8980000000001	-0.000305503519842055		0.0160000000000764	infill_ei	0.264999999999873	0.000266303500789728	0.941351333064181	401
211	875	0.938839934287813	4			62.537	-0.000185672743374226		0.0139999999998963	infill_ei	0.163000000000011	0.000287460684860546	0.937915036458213	405
235	836	0.93779331246423	0			75.308				initdesign				510
162	1373	0.937752995395976	9			56.9160000000002	-6.75989966014534e-05		0.0179999999998017	infill_ei	0.189000000000078	0.00331498962303017	0.93557877914078	405
187	1373	0.937751836859532	2			57.1280000000002	-0.000477044446325257		0.00999999999999091	infill_ei	0.160000000000082	0.00118524718594026	0.937801687318773	405
136	2384	0.936954995493293	0			110.646				initdesign				1078
256	1576	0.936844702823817	3			76.011	-0.000277272163175151		0.01299999999992	infill_ei	0.236000000000104	0.00101934878867759	0.937501413480942	629
118	2	0.935795068805479	1			69.987	-0.00183745154059169		0.0259999999999536	infill_ei	0.265999999999963	0.0011591392506586	0.939601152682253	667
49	1837	0.935146056689505	0			91.793				initdesign				1101
204	4059	0.933842239775337	0			84.985				initdesign				1015
95	5454	0.932859800870756	0			91.037				initdesign				1233
190	6760	0.931374557149444	0			61.343				initdesign				637
128	7721	0.931282105941207	0			35.1189999999999				initdesign				378
18	4777	0.928810020876827	0			39.2040000000001				initdesign				387
