Feature	Gain	Cover	Frequency
ctrx_quarter	0.0874399599685772	0.0108436349635645	0.00708586119863926
mcaja_ahorro	0.0401887351640633	0.00604236253973901	0.00663123736067347
mpayroll_sobre_edad	0.0210404936975874	0.0139777355615116	0.00266503629152362
mtarjeta_visa_consumo	0.0184820890014443	0.00660605815502223	0.00399755443728543
ctarjeta_visa_transacciones	0.018277127481615	0.0050527732400436	0.0033548103905062
ctrx_quarter_lag1	0.0174977047969991	0.00538710679998655	0.00545548605558952
mcuentas_saldo	0.0135068240683206	0.00915299904625286	0.00739939487999498
mcaja_ahorro/cliente_antiguedad_lag1/cliente_antiguedad_lag2	0.0126794987233537	0.00149171320222833	0.00286883318440483
mcuentas_saldo/mpasivos_margen	0.0120615375438645	0.00525287735461758	0.00946871717694273
foto_mes	0.0108818433495316	0.0124832161195072	0.00619229020677546
mprestamos_personales	0.00967183729432465	0.0115115741084122	0.00385646428067535
cdescubierto_preacordado	0.00859669618581278	0.00651138312936069	0.00195958550847325
cliente_edad	0.00816230144596239	0.00738520692657184	0.0129019109877879
numero_de_cliente	0.00793538583914081	0.00819530420491943	0.0137327752433805
Master_fechaalta	0.00778934908073457	0.00507229877852694	0.010910972111179
mprestamos_personales_lag2	0.00752904263629332	0.00338166618910118	0.00194390882440546
kmes_delta2/ctrx_quarter	0.00738487904380187	0.00333186188085505	0.00608255341830096
cdescubierto_preacordado_lag2/ccomisiones_mantenimiento_delta2/cpayroll_trx	0.00728138902252499	0.0038279240392408	0.000721127467118155
Visa_fechaalta	0.00717490410115777	0.00433127260378093	0.010033077803383
cproductos	0.00706360902570059	0.0132611219256772	0.00609823010236875
Visa_mpagominimo	0.0059613677383474	0.00537169203254782	0.00558089952813181
cliente_edad_lag1	0.00592325414031284	0.00637300464225938	0.00823025913558764
kmes/cproductos	0.00586218241325789	0.00659354197619299	0.00855946950101115
mcuentas_saldo/mpasivos_margen/mpayroll_sobre_edad	0.005772769319711	0.00395682720324412	0.00188120208813432
cliente_antiguedad_lag1/cliente_antiguedad_lag2	0.00570403672866931	0.00573399896930382	0.00752480835253727
mpayroll_lag1/mpayroll_sobre_edad	0.00568176844968273	0.00705076437836602	0.00191255545626989
mcuentas_saldo_delta1/mcomisiones	0.00565866514253558	0.00444227340564336	0.00540845600338616
Visa_fechaalta/mactivos_margen	0.00565350861405101	0.0045702597370842	0.00801078555863864
cdescubierto_preacordado/cliente_antiguedad_lag1/cliente_edad_lag2	0.00562633421993802	0.00373306265196947	0.00630202699524997
cproductos_delta1	0.00550016590036926	0.00402588499530215	0.00181849535186317
