num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations
68	273	0.93551887371721	26			15.7689999999998	-0.000136149245265356		0.01299999999992	infill_ei	0.194999999999709	0.00220344772907432	0.932793761661924	204
63	358	0.935333276178869	8			14.6999999999998	-0.000322095105940671		0.0109999999999673	infill_ei	0.177999999999884	0.00170001567538399	0.933377507178732	173
63	336	0.934502373841174	16			15.3120000000004	-0.00015680431049083		0.0109999999999673	infill_ei	0.19399999999996	0.000453323937064845	0.935282958800053	194
70	273	0.934460203114609	42			16.3580000000002	-0.000184644828493399		0.0189999999997781	infill_ei	0.224999999999909	0.00057501286755389	0.935423008061871	207
63	90	0.93427414216169	6			17.8050000000003	-0.000320103549609207		0.0149999999998727	infill_ei	0.184000000000196	0.000616576269654299	0.933055399922295	280
68	363	0.934219227534241	20			17.2110000000002	-0.000683064688764723		0.0169999999998254	infill_ei	0.189000000000306	0.000841510159349815	0.935887433893302	228
80	358	0.933676337356544	10			18.4279999999999	-0.000290327619497414		0.0139999999996689	infill_ei	0.202999999999975	0.00243791172468678	0.933370028047784	241
63	267	0.933671819064412	13			13.1870000000004	-0.000325033369103678		0.012000000000171	infill_ei	0.199000000000069	0.000714930345014588	0.935409658517044	146
141	416	0.933439764214663	11			22.846	-4.69871713180325e-05		0.012000000000171	infill_ei	0.192000000000007	0.00323460691050408	0.929533391439286	242
64	364	0.933433276410576	21			19.047	-9.67370237575305e-05		0.0189999999997781	infill_ei	0.21100000000024	0.00022861027236638	0.935344139710915	290
67	270	0.9333208983755	31			15.0120000000002	-0.0004140934173898		0.0210000000001855	infill_ei	0.196999999999662	0.00128847261645535	0.935304859183917	182
69	358	0.933181178880344	41			17.9900000000002	-0.000340405269643628		0.0169999999998254	infill_ei	0.228000000000066	0.00125553051848794	0.935156471678973	240
78	273	0.933106800840634	32			19.7539999999999	-0.00035637008293329		0.0159999999996217	infill_ei	0.222999999999956	0.00192009467218945	0.93448114549813	280
63	426	0.932973569149565	14			14.058	-0.000343499550635241		0.012000000000171	infill_ei	0.177000000000135	0.0011259870169015	0.935103173130501	160
69	277	0.932934642325044	29			17.5100000000002	-0.000280370704075644		0.0159999999996217	infill_ei	0.197000000000116	0.00124364863886882	0.935003238245094	246
62	416	0.932919117936693	0			16.8040000000001				initdesign				264
60	273	0.932798282585575	34			15.9579999999996	-0.000440922438576983		0.0139999999996689	infill_ei	0.221000000000004	0.00155493006452127	0.93511933100576	219
63	163	0.932660069187796	19			14.9369999999999	-0.00018965409068474		0.0149999999998727	infill_ei	0.195999999999913	0.00172534380138353	0.933866304137631	195
68	300	0.932631453337628	36			13.8299999999999	-0.000652722566090002		0.0180000000000291	infill_ei	0.211999999999989	0.000863067533388668	0.936021920781167	141
63	4	0.932443191165465	24			21.011	-0.000170663102159076		0.0180000000000291	infill_ei	0.230000000000018	0.00218812463071232	0.933069820284757	378
68	450	0.932426276533381	23			14.0310000000004	-0.000157251355165366		0.01299999999992	infill_ei	0.192000000000007	0.00233660011844525	0.932740096534017	143
56	2	0.932222374119223	2			22.4749999999999	-0.00028874104232531		0.0100000000002183	infill_ei	0.221999999999753	0.00140183650063122	0.932254803454252	439
150	700	0.932161203394975	37			28.8890000000001	-7.53972789368485e-05		0.0170000000002801	infill_ei	0.238999999999578	0.0029801477012798	0.930858521319914	327
59	358	0.932077788771001	44			17.9839999999999	-0.00023073809988094		0.0210000000001855	infill_ei	0.236999999999625	0.00134406884967267	0.934727031537882	279
40	362	0.931885703428573	22			15.203	-9.74966520051853e-05		0.00900000000001455	infill_ei	0.218000000000302	0.00320448293155887	0.93057934172918	240
59	256	0.93187539245422	12			14.3440000000001	-0.001284820327349		0.0140000000001237	infill_ei	0.177999999999884	0.00150905996539633	0.936406550350792	176
119	1320	0.931437581532002	0			24.979				initdesign				330
68	227	0.931318252278262	35			22.5989999999997	-0.000190227028758072		0.0259999999998399	infill_ei	0.213999999999942	0.00126523138310709	0.934671519966299	380
58	712	0.931291605940048	5			14.2710000000002	-0.000218088871995255		0.01299999999992	infill_ei	0.161000000000058	0.0010115531847847	0.932469884514364	163
48	358	0.931137752300274	25			16.6610000000001	-0.000357038216493953		0.0170000000002801	infill_ei	0.231999999999971	0.00194936903433971	0.934263463251791	264
65	2	0.931058508407499	7			21.433	-0.000247019180702113		0.0170000000002801	infill_ei	0.244999999999891	0.00053138738375801	0.934340857544466	382
127	1478	0.930639581629319	18			22.4450000000002	-8.48534786786705e-05		0.0119999999997162	infill_ei	0.192999999999756	0.00328075274907134	0.930233950215372	252
63	698	0.930609459681773	9			12.9900000000002	-0.000276241917561465		0.0149999999998727	infill_ei	0.166000000000167	0.00099298231454419	0.935064661619292	126
78	2	0.929554032981216	3			18.277	-0.000497794805241421		0.0160000000000764	infill_ei	0.240000000000236	0.00141476437721605	0.932780472776914	280
91	1903	0.929545459811529	33			25.2469999999998	-8.41854180313213e-05		0.0159999999996217	infill_ei	0.221999999999753	0.00308921709530272	0.930787037251581	354
253	2516	0.928119069741577	0			20				initdesign				257
155	3177	0.927956411224828	0			24.6579999999999				initdesign				415
78	5705	0.927871374649832	38			17.1999999999998	-7.39296760445252e-05		0.0169999999998254	infill_ei	0.239000000000033	0.00295309857626955	0.930887469810471	256
124	3649	0.927835228312777	30			16.6239999999998	-8.52624322034033e-05		0.0139999999996689	infill_ei	0.210000000000036	0.00312409037580464	0.930735636825252	207
86	7015	0.927669094186696	0			17.5239999999999				initdesign				282
182	5783	0.927610703949914	0			15.568				initdesign				263
211	5135	0.927521264936431	15			17.7670000000003	-8.45175176045843e-05		0.0159999999996217	infill_ei	0.187000000000353	0.00322746021949923	0.930334049238641	266
38	4068	0.92739822836607	28			16.9680000000003	-8.93495516388125e-05		0.0139999999996689	infill_ei	0.210000000000036	0.00314009489002222	0.930768162624092	242
98	5917	0.927182508880182	43			22.616	-7.56690349048816e-05		0.0199999999999818	infill_ei	0.213000000000193	0.00302775751527581	0.930768158320956	402
98	6006	0.9270536796276	40			17.761	-7.04241090411343e-05		0.0170000000002801	infill_ei	0.228999999999814	0.0030070589643522	0.930717294775006	272
61	3346	0.926817106485719	4			18.9730000000004	-0.00021814333055935		0.00999999999976353	infill_ei	0.153999999999996	0.00113899879438355	0.932326181155834	264
