Feature	Gain	Cover	Frequency
ccomisiones_mantenimiento_delta2	0.00247962514885421	0.00731834040586505	0.00192207792207792
ccomisiones_mantenimiento_lag2	0.00234992440685117	0.00256440976390164	0.00175584415584416
cliente_edad_+_ctrx_quarter	0.00233998575890572	0.00205994639898116	0.00310649350649351
ccomisiones_mantenimiento/kmes	0.00216136511626334	0.00394289130579451	0.00303376623376623
cpayroll_trx/cliente_edad	0.00205070127598457	0.00122971836660416	0.000841558441558442
ccomisiones_mantenimiento_delta1	0.0020386327116151	0.0104314934121258	0.00198441558441558
kmes_-_cpayroll_trx	0.002025110205751	0.00190420573493698	0.00318961038961039
mpayroll_sobre_edad_lag2	0.00149137631936394	0.00176430672411142	0.00164155844155844
ccallcenter_transacciones_lag1	0.00136055831588852	0.00443249569454582	0.00211948051948052
mpayroll_lag1/ctrx_quarter	0.00135821375512078	0.0051271279423922	0.00216103896103896
mpayroll_lag2	0.00132142037537336	0.00130669794684001	0.00156883116883117
mcomisiones_lag1/cpayroll_trx	0.0013065663664746	0.00340927438556652	0.00227532467532468
mrentabilidad_annual_lag1/cpayroll_trx	0.00124113288089368	0.00188279798696037	0.00130909090909091
mpayroll_lag1	0.00113480379200164	0.0015738929747639	0.00154805194805195
mpayroll_sobre_edad_lag1	0.00101066641487455	0.00106945128654303	0.00111168831168831
cpayroll_trx/ctrx_quarter	0.000974335287915825	0.00205122594300809	0.00108051948051948
ctrx_quarter_-_cpayroll_trx	0.000879387885478495	0.00113409120480999	0.00175584415584416
mrentabilidad_lag2/cpayroll_trx	0.000832458048103636	0.00174887612534486	0.00109090909090909
cpayroll_trx_lag2	0.000556830027929442	0.00219780780004243	0.000737662337662338
mpayroll_lag1/cliente_edad	0.000457694706690392	0.000497095695571853	0.000675324675324675
cpayroll_trx_+_ccomisiones_mantenimiento	0.000228338920648823	0.000542580636941237	0.000550649350649351
ccomisiones_mantenimiento_+_ccomisiones_mantenimiento	0.000138372840645819	0.00448607808748438	0.000405194805194805
